A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 0.00000000e+00
beta = 0.00000000e+00
r_power = 0
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

4.99760108e-02;1.49833131e-01;2.48545126e-01;3.44471942e-01;4.35731726e-01;5.20563638e-01;5.97600436e-01;6.66014927e-01;7.25540695e-01;7.76397926e-01;8.19168132e-01;8.54657773e-01;8.83777698e-01;9.07451107e-01;9.26551944e-01;9.41869556e-01;9.54093122e-01;9.63809421e-01;9.71508665e-01;9.77594495e-01;9.82395598e-01;9.86177332e-01;9.89152503e-01;9.91490892e-01;9.93327406e-01;9.94768906e-01;9.95899831e-01;9.96786771e-01;9.97482165e-01;9.98027257e-01;9.98454460e-01;9.98789223e-01;9.99051520e-01;9.99257022e-01;9.99418015e-01;9.99544133e-01;9.99642926e-01;9.99720313e-01;9.99780931e-01;9.99828412e-01;9.99865602e-01;9.99894732e-01;9.99917549e-01;9.99935420e-01;9.99949417e-01;9.99960381e-01;9.99968968e-01;9.99975694e-01;9.99980962e-01;9.99985089e-01;9.99988320e-01;9.99990852e-01;9.99992835e-01;9.99994387e-01;9.99995604e-01;9.99996557e-01;9.99997303e-01;9.99997887e-01;9.99998345e-01;9.99998704e-01;9.99998985e-01;9.99999205e-01;9.99999377e-01;9.99999512e-01;9.99999618e-01;9.99999701e-01;9.99999765e-01;9.99999816e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84702392e-02;1.99998944e+00;2.82658636e-05
4.99760961e-02;1.49833385e-01;2.48545536e-01;3.44472487e-01;4.35732377e-01;5.20564361e-01;5.97601197e-01;6.66015695e-01;7.25541445e-01;7.76398637e-01;8.19168792e-01;8.54658375e-01;8.83778240e-01;9.07451588e-01;9.26552367e-01;9.41869926e-01;9.54093443e-01;9.63809699e-01;9.71508904e-01;9.77594700e-01;9.82395774e-01;9.86177482e-01;9.89152632e-01;9.91491001e-01;9.93327499e-01;9.94768986e-01;9.95899898e-01;9.96786828e-01;9.97482214e-01;9.98027299e-01;9.98454495e-01;9.98789253e-01;9.99051546e-01;9.99257044e-01;9.99418033e-01;9.99544148e-01;9.99642940e-01;9.99720325e-01;9.99780941e-01;9.99828420e-01;9.99865609e-01;9.99894738e-01;9.99917554e-01;9.99935424e-01;9.99949421e-01;9.99960384e-01;9.99968971e-01;9.99975697e-01;9.99980964e-01;9.99985090e-01;9.99988322e-01;9.99990853e-01;9.99992836e-01;9.99994388e-01;9.99995605e-01;9.99996557e-01;9.99997303e-01;9.99997888e-01;9.99998346e-01;9.99998704e-01;9.99998985e-01;9.99999205e-01;9.99999377e-01;9.99999512e-01;9.99999618e-01;9.99999701e-01;9.99999765e-01;9.99999816e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84709050e-02;1.99999287e+00;2.31220665e-05
4.99761658e-02;1.49833593e-01;2.48545871e-01;3.44472933e-01;4.35732909e-01;5.20564952e-01;5.97601820e-01;6.66016323e-01;7.25542058e-01;7.76399219e-01;8.19169332e-01;8.54658867e-01;8.83778682e-01;9.07451981e-01;9.26552713e-01;9.41870228e-01;9.54093705e-01;9.63809926e-01;9.71509099e-01;9.77594868e-01;9.82395918e-01;9.86177606e-01;9.89152737e-01;9.91491091e-01;9.93327576e-01;9.94769051e-01;9.95899954e-01;9.96786876e-01;9.97482254e-01;9.98027333e-01;9.98454524e-01;9.98789278e-01;9.99051567e-01;9.99257061e-01;9.99418048e-01;9.99544161e-01;9.99642951e-01;9.99720334e-01;9.99780948e-01;9.99828427e-01;9.99865615e-01;9.99894743e-01;9.99917558e-01;9.99935428e-01;9.99949424e-01;9.99960387e-01;9.99968973e-01;9.99975698e-01;9.99980966e-01;9.99985092e-01;9.99988323e-01;9.99990854e-01;9.99992836e-01;9.99994389e-01;9.99995605e-01;9.99996558e-01;9.99997304e-01;9.99997888e-01;9.99998346e-01;9.99998704e-01;9.99998985e-01;9.99999205e-01;9.99999377e-01;9.99999512e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999816e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84714497e-02;1.99999568e+00;1.89143255e-05
4.99762229e-02;1.49833762e-01;2.48546146e-01;3.44473298e-01;4.35733344e-01;5.20565436e-01;5.97602329e-01;6.66016838e-01;7.25542559e-01;7.76399695e-01;8.19169774e-01;8.54659270e-01;8.83779044e-01;9.07452303e-01;9.26552996e-01;9.41870475e-01;9.54093920e-01;9.63810112e-01;9.71509259e-01;9.77595005e-01;9.82396035e-01;9.86177706e-01;9.89152823e-01;9.91491165e-01;9.93327638e-01;9.94769104e-01;9.95899999e-01;9.96786914e-01;9.97482287e-01;9.98027361e-01;9.98454548e-01;9.98789298e-01;9.99051584e-01;9.99257076e-01;9.99418061e-01;9.99544172e-01;9.99642960e-01;9.99720342e-01;9.99780955e-01;9.99828432e-01;9.99865620e-01;9.99894747e-01;9.99917561e-01;9.99935431e-01;9.99949427e-01;9.99960389e-01;9.99968975e-01;9.99975700e-01;9.99980967e-01;9.99985093e-01;9.99988324e-01;9.99990855e-01;9.99992837e-01;9.99994390e-01;9.99995606e-01;9.99996558e-01;9.99997304e-01;9.99997888e-01;9.99998346e-01;9.99998705e-01;9.99998985e-01;9.99999205e-01;9.99999377e-01;9.99999512e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999816e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84718952e-02;1.99999798e+00;1.54723013e-05
4.99762696e-02;1.49833901e-01;2.48546370e-01;3.44473596e-01;4.35733701e-01;5.20565832e-01;5.97602746e-01;6.66017258e-01;7.25542970e-01;7.76400085e-01;8.19170136e-01;8.54659600e-01;8.83779340e-01;9.07452566e-01;9.26553228e-01;9.41870678e-01;9.54094096e-01;9.63810264e-01;9.71509390e-01;9.77595118e-01;9.82396132e-01;9.86177789e-01;9.89152893e-01;9.91491225e-01;9.93327689e-01;9.94769148e-01;9.95900036e-01;9.96786946e-01;9.97482314e-01;9.98027384e-01;9.98454568e-01;9.98789314e-01;9.99051598e-01;9.99257088e-01;9.99418071e-01;9.99544181e-01;9.99642967e-01;9.99720348e-01;9.99780960e-01;9.99828437e-01;9.99865623e-01;9.99894750e-01;9.99917564e-01;9.99935433e-01;9.99949429e-01;9.99960390e-01;9.99968976e-01;9.99975701e-01;9.99980968e-01;9.99985093e-01;9.99988325e-01;9.99990855e-01;9.99992838e-01;9.99994390e-01;9.99995606e-01;9.99996558e-01;9.99997304e-01;9.99997889e-01;9.99998346e-01;9.99998705e-01;9.99998985e-01;9.99999205e-01;9.99999378e-01;9.99999512e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999816e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84722596e-02;1.99999986e+00;1.26566511e-05
4.99763078e-02;1.49834015e-01;2.48546554e-01;3.44473840e-01;4.35733992e-01;5.20566156e-01;5.97603087e-01;6.66017602e-01;7.25543305e-01;7.76400403e-01;8.19170431e-01;8.54659869e-01;8.83779583e-01;9.07452781e-01;9.26553417e-01;9.41870843e-01;9.54094239e-01;9.63810388e-01;9.71509497e-01;9.77595209e-01;9.82396211e-01;9.86177856e-01;9.89152951e-01;9.91491274e-01;9.93327731e-01;9.94769183e-01;9.95900067e-01;9.96786972e-01;9.97482336e-01;9.98027403e-01;9.98454583e-01;9.98789328e-01;9.99051610e-01;9.99257098e-01;9.99418079e-01;9.99544188e-01;9.99642973e-01;9.99720353e-01;9.99780965e-01;9.99828440e-01;9.99865627e-01;9.99894753e-01;9.99917566e-01;9.99935435e-01;9.99949430e-01;9.99960392e-01;9.99968977e-01;9.99975702e-01;9.99980969e-01;9.99985094e-01;9.99988325e-01;9.99990856e-01;9.99992838e-01;9.99994390e-01;9.99995606e-01;9.99996559e-01;9.99997305e-01;9.99997889e-01;9.99998346e-01;9.99998705e-01;9.99998986e-01;9.99999205e-01;9.99999378e-01;9.99999513e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999817e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84725578e-02;2.00000140e+00;1.03533919e-05
4.99763391e-02;1.49834108e-01;2.48546704e-01;3.44474040e-01;4.35734231e-01;5.20566421e-01;5.97603366e-01;6.66017883e-01;7.25543580e-01;7.76400664e-01;8.19170673e-01;8.54660090e-01;8.83779781e-01;9.07452957e-01;9.26553572e-01;9.41870979e-01;9.54094357e-01;9.63810489e-01;9.71509584e-01;9.77595285e-01;9.82396275e-01;9.86177911e-01;9.89152998e-01;9.91491314e-01;9.93327766e-01;9.94769213e-01;9.95900092e-01;9.96786993e-01;9.97482354e-01;9.98027418e-01;9.98454597e-01;9.98789339e-01;9.99051619e-01;9.99257106e-01;9.99418086e-01;9.99544193e-01;9.99642978e-01;9.99720357e-01;9.99780968e-01;9.99828443e-01;9.99865629e-01;9.99894755e-01;9.99917568e-01;9.99935436e-01;9.99949431e-01;9.99960393e-01;9.99968978e-01;9.99975703e-01;9.99980970e-01;9.99985095e-01;9.99988326e-01;9.99990856e-01;9.99992838e-01;9.99994391e-01;9.99995607e-01;9.99996559e-01;9.99997305e-01;9.99997889e-01;9.99998347e-01;9.99998705e-01;9.99998986e-01;9.99999206e-01;9.99999378e-01;9.99999513e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999817e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84728017e-02;2.00000266e+00;8.46927827e-06
4.99763646e-02;1.49834184e-01;2.48546827e-01;3.44474203e-01;4.35734426e-01;5.20566637e-01;5.97603594e-01;6.66018114e-01;7.25543804e-01;7.76400877e-01;8.19170871e-01;8.54660270e-01;8.83779943e-01;9.07453101e-01;9.26553699e-01;9.41871089e-01;9.54094453e-01;9.63810573e-01;9.71509656e-01;9.77595346e-01;9.82396328e-01;9.86177956e-01;9.89153036e-01;9.91491347e-01;9.93327794e-01;9.94769237e-01;9.95900112e-01;9.96787010e-01;9.97482368e-01;9.98027431e-01;9.98454607e-01;9.98789348e-01;9.99051627e-01;9.99257112e-01;9.99418092e-01;9.99544198e-01;9.99642982e-01;9.99720361e-01;9.99780971e-01;9.99828446e-01;9.99865631e-01;9.99894757e-01;9.99917570e-01;9.99935438e-01;9.99949433e-01;9.99960394e-01;9.99968979e-01;9.99975704e-01;9.99980970e-01;9.99985095e-01;9.99988326e-01;9.99990857e-01;9.99992839e-01;9.99994391e-01;9.99995607e-01;9.99996559e-01;9.99997305e-01;9.99997889e-01;9.99998347e-01;9.99998705e-01;9.99998986e-01;9.99999206e-01;9.99999378e-01;9.99999513e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999817e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84730011e-02;2.00000368e+00;6.92803487e-06
4.99763855e-02;1.49834246e-01;2.48546927e-01;3.44474337e-01;4.35734585e-01;5.20566815e-01;5.97603780e-01;6.66018302e-01;7.25543988e-01;7.76401051e-01;8.19171033e-01;8.54660418e-01;8.83780076e-01;9.07453219e-01;9.26553803e-01;9.41871180e-01;9.54094532e-01;9.63810641e-01;9.71509715e-01;9.77595396e-01;9.82396371e-01;9.86177993e-01;9.89153068e-01;9.91491374e-01;9.93327816e-01;9.94769256e-01;9.95900129e-01;9.96787024e-01;9.97482381e-01;9.98027441e-01;9.98454616e-01;9.98789355e-01;9.99051633e-01;9.99257118e-01;9.99418096e-01;9.99544202e-01;9.99642985e-01;9.99720364e-01;9.99780973e-01;9.99828448e-01;9.99865633e-01;9.99894758e-01;9.99917571e-01;9.99935439e-01;9.99949433e-01;9.99960395e-01;9.99968980e-01;9.99975704e-01;9.99980971e-01;9.99985096e-01;9.99988326e-01;9.99990857e-01;9.99992839e-01;9.99994391e-01;9.99995607e-01;9.99996559e-01;9.99997305e-01;9.99997889e-01;9.99998347e-01;9.99998705e-01;9.99998986e-01;9.99999206e-01;9.99999378e-01;9.99999513e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999817e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84731643e-02;2.00000453e+00;5.66726707e-06
4.99764026e-02;1.49834297e-01;2.48547009e-01;3.44474446e-01;4.35734716e-01;5.20566960e-01;5.97603933e-01;6.66018456e-01;7.25544138e-01;7.76401194e-01;8.19171165e-01;8.54660538e-01;8.83780184e-01;9.07453315e-01;9.26553888e-01;9.41871254e-01;9.54094596e-01;9.63810696e-01;9.71509763e-01;9.77595438e-01;9.82396406e-01;9.86178023e-01;9.89153094e-01;9.91491396e-01;9.93327835e-01;9.94769272e-01;9.95900142e-01;9.96787036e-01;9.97482390e-01;9.98027449e-01;9.98454623e-01;9.98789361e-01;9.99051638e-01;9.99257122e-01;9.99418100e-01;9.99544205e-01;9.99642988e-01;9.99720366e-01;9.99780975e-01;9.99828449e-01;9.99865634e-01;9.99894760e-01;9.99917572e-01;9.99935440e-01;9.99949434e-01;9.99960395e-01;9.99968980e-01;9.99975705e-01;9.99980971e-01;9.99985096e-01;9.99988327e-01;9.99990857e-01;9.99992839e-01;9.99994391e-01;9.99995607e-01;9.99996559e-01;9.99997305e-01;9.99997889e-01;9.99998347e-01;9.99998705e-01;9.99998986e-01;9.99999206e-01;9.99999378e-01;9.99999513e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999817e-01;9.99999856e-01;9.99999887e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84732978e-02;2.00000522e+00;4.63593431e-06
4.99764166e-02;1.49834339e-01;2.48547077e-01;3.44474536e-01;4.35734822e-01;5.20567078e-01;5.97604058e-01;6.66018582e-01;7.25544261e-01;7.76401311e-01;8.19171274e-01;8.54660637e-01;8.83780273e-01;9.07453394e-01;9.26553957e-01;9.41871315e-01;9.54094649e-01;9.63810742e-01;9.71509802e-01;9.77595471e-01;9.82396435e-01;9.86178048e-01;9.89153115e-01;9.91491414e-01;9.93327851e-01;9.94769285e-01;9.95900153e-01;9.96787045e-01;9.97482398e-01;9.98027456e-01;9.98454629e-01;9.98789366e-01;9.99051643e-01;9.99257126e-01;9.99418103e-01;9.99544208e-01;9.99642990e-01;9.99720368e-01;9.99780977e-01;9.99828451e-01;9.99865635e-01;9.99894761e-01;9.99917573e-01;9.99935440e-01;9.99949435e-01;9.99960396e-01;9.99968981e-01;9.99975705e-01;9.99980971e-01;9.99985096e-01;9.99988327e-01;9.99990857e-01;9.99992839e-01;9.99994391e-01;9.99995607e-01;9.99996559e-01;9.99997305e-01;9.99997889e-01;9.99998347e-01;9.99998705e-01;9.99998986e-01;9.99999206e-01;9.99999378e-01;9.99999513e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999817e-01;9.99999856e-01;9.99999888e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84734070e-02;2.00000578e+00;3.79228354e-06
4.99764281e-02;1.49834373e-01;2.48547132e-01;3.44474609e-01;4.35734910e-01;5.20567175e-01;5.97604160e-01;6.66018685e-01;7.25544362e-01;7.76401406e-01;8.19171362e-01;8.54660718e-01;8.83780345e-01;9.07453459e-01;9.26554014e-01;9.41871364e-01;9.54094692e-01;9.63810779e-01;9.71509834e-01;9.77595499e-01;9.82396459e-01;9.86178068e-01;9.89153132e-01;9.91491428e-01;9.93327863e-01;9.94769296e-01;9.95900162e-01;9.96787053e-01;9.97482405e-01;9.98027462e-01;9.98454634e-01;9.98789370e-01;9.99051646e-01;9.99257129e-01;9.99418106e-01;9.99544210e-01;9.99642992e-01;9.99720369e-01;9.99780978e-01;9.99828452e-01;9.99865636e-01;9.99894761e-01;9.99917573e-01;9.99935441e-01;9.99949435e-01;9.99960396e-01;9.99968981e-01;9.99975705e-01;9.99980972e-01;9.99985097e-01;9.99988327e-01;9.99990858e-01;9.99992839e-01;9.99994392e-01;9.99995607e-01;9.99996560e-01;9.99997305e-01;9.99997889e-01;9.99998347e-01;9.99998705e-01;9.99998986e-01;9.99999206e-01;9.99999378e-01;9.99999513e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999817e-01;9.99999856e-01;9.99999888e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84734964e-02;2.00000624e+00;3.10216099e-06
4.99764374e-02;1.49834400e-01;2.48547177e-01;3.44474668e-01;4.35734981e-01;5.20567255e-01;5.97604244e-01;6.66018769e-01;7.25544444e-01;7.76401484e-01;8.19171435e-01;8.54660784e-01;8.83780405e-01;9.07453511e-01;9.26554060e-01;9.41871405e-01;9.54094727e-01;9.63810809e-01;9.71509860e-01;9.77595521e-01;9.82396478e-01;9.86178085e-01;9.89153146e-01;9.91491440e-01;9.93327873e-01;9.94769305e-01;9.95900170e-01;9.96787060e-01;9.97482410e-01;9.98027466e-01;9.98454638e-01;9.98789374e-01;9.99051649e-01;9.99257131e-01;9.99418108e-01;9.99544212e-01;9.99642994e-01;9.99720371e-01;9.99780979e-01;9.99828453e-01;9.99865637e-01;9.99894762e-01;9.99917574e-01;9.99935441e-01;9.99949436e-01;9.99960397e-01;9.99968982e-01;9.99975705e-01;9.99980972e-01;9.99985097e-01;9.99988327e-01;9.99990858e-01;9.99992839e-01;9.99994392e-01;9.99995607e-01;9.99996560e-01;9.99997305e-01;9.99997890e-01;9.99998347e-01;9.99998705e-01;9.99998986e-01;9.99999206e-01;9.99999378e-01;9.99999513e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999817e-01;9.99999856e-01;9.99999888e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84735694e-02;2.00000662e+00;2.53762709e-06
4.99764451e-02;1.49834423e-01;2.48547214e-01;3.44474717e-01;4.35735039e-01;5.20567319e-01;5.97604312e-01;6.66018838e-01;7.25544511e-01;7.76401548e-01;8.19171494e-01;8.54660838e-01;8.83780453e-01;9.07453555e-01;9.26554098e-01;9.41871438e-01;9.54094756e-01;9.63810834e-01;9.71509882e-01;9.77595540e-01;9.82396494e-01;9.86178098e-01;9.89153158e-01;9.91491450e-01;9.93327882e-01;9.94769312e-01;9.95900176e-01;9.96787065e-01;9.97482415e-01;9.98027470e-01;9.98454641e-01;9.98789377e-01;9.99051651e-01;9.99257133e-01;9.99418109e-01;9.99544213e-01;9.99642995e-01;9.99720372e-01;9.99780980e-01;9.99828454e-01;9.99865638e-01;9.99894763e-01;9.99917574e-01;9.99935442e-01;9.99949436e-01;9.99960397e-01;9.99968982e-01;9.99975706e-01;9.99980972e-01;9.99985097e-01;9.99988327e-01;9.99990858e-01;9.99992840e-01;9.99994392e-01;9.99995607e-01;9.99996560e-01;9.99997305e-01;9.99997890e-01;9.99998347e-01;9.99998705e-01;9.99998986e-01;9.99999206e-01;9.99999378e-01;9.99999513e-01;9.99999618e-01;9.99999701e-01;9.99999766e-01;9.99999817e-01;9.99999856e-01;9.99999888e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.84736292e-02;2.00000692e+00;2.07582757e-06
