A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 0.00000000e+00
beta = 1.00000000e+00
r_power = 1
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548384e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078759e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533418e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;1.04330300e-09
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548384e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;7.48307194e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;6.08648465e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;4.46327642e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;3.79587028e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;2.83880253e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;1.51582379e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;1.51582379e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;1.51582379e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;1.51582379e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;1.51582379e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;1.51582379e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;1.51582379e-10
1.29462464e-01;2.29549076e-01;3.16019986e-01;3.91112087e-01;4.58245874e-01;5.19242111e-01;5.75136294e-01;6.26548385e-01;6.73860374e-01;7.17310719e-01;7.57049323e-01;7.93172362e-01;8.25746441e-01;8.54827288e-01;8.80476210e-01;9.02776297e-01;9.21849074e-01;9.37870089e-01;9.51078760e-01;9.61775779e-01;9.70304392e-01;9.77020238e-01;9.82261114e-01;9.86326208e-01;9.89467289e-01;9.91888940e-01;9.93753678e-01;9.95188782e-01;9.96293079e-01;9.97142914e-01;9.97797085e-01;9.98300813e-01;9.98688845e-01;9.98987876e-01;9.99218416e-01;9.99396224e-01;9.99533419e-01;9.99639317e-01;9.99721091e-01;9.99784258e-01;9.99833069e-01;9.99870801e-01;9.99899976e-01;9.99922543e-01;9.99940004e-01;9.99953517e-01;9.99963979e-01;9.99972080e-01;9.99978354e-01;9.99983215e-01;9.99986982e-01;9.99989901e-01;9.99992165e-01;9.99993920e-01;9.99995281e-01;9.99996337e-01;9.99997156e-01;9.99997792e-01;9.99998285e-01;9.99998668e-01;9.99998965e-01;9.99999196e-01;9.99999375e-01;9.99999514e-01;9.99999623e-01;9.99999707e-01;9.99999772e-01;9.99999823e-01;9.99999862e-01;9.99999893e-01;9.99999917e-01;9.99999935e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521818e+00;-7.13595123e-02;1.51582379e-10
