A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 1.00000000e+00
beta = 0.00000000e+00
r_power = 1
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

5.81832391e-03;2.32092144e-02;5.11486396e-02;8.62626951e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615257e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326504e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431092e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062557e-01;2.59723421e-09
5.81832391e-03;2.32092144e-02;5.11486396e-02;8.62626951e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;1.98833661e-09
5.81832391e-03;2.32092144e-02;5.11486396e-02;8.62626951e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;1.67789027e-09
5.81832391e-03;2.32092144e-02;5.11486396e-02;8.62626951e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;1.35960532e-09
5.81832391e-03;2.32092144e-02;5.11486396e-02;8.62626951e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;1.05095554e-09
5.81832391e-03;2.32092144e-02;5.11486396e-02;8.62626952e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;7.65636221e-10
5.81832391e-03;2.32092144e-02;5.11486396e-02;8.62626952e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;6.03761263e-10
5.81832391e-03;2.32092144e-02;5.11486396e-02;8.62626952e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;4.52076820e-10
5.81832391e-03;2.32092144e-02;5.11486396e-02;8.62626952e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;4.65286476e-10
5.81832392e-03;2.32092144e-02;5.11486396e-02;8.62626952e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258925e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;4.23902913e-10
5.81832392e-03;2.32092144e-02;5.11486396e-02;8.62626952e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258926e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;3.01135706e-10
5.81832392e-03;2.32092144e-02;5.11486396e-02;8.62626952e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258926e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;3.01135706e-10
5.81832392e-03;2.32092144e-02;5.11486396e-02;8.62626952e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258926e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;3.01135706e-10
5.81832392e-03;2.32092144e-02;5.11486396e-02;8.62626952e-02;1.26337229e-01;1.69844088e-01;2.15629150e-01;2.62779353e-01;3.10552310e-01;3.58334602e-01;4.05615258e-01;4.51968015e-01;4.97038927e-01;5.40537318e-01;5.82228838e-01;6.21929844e-01;6.59502572e-01;6.94850787e-01;7.27915694e-01;7.58672005e-01;7.87124093e-01;8.13302232e-01;8.37258926e-01;8.59065358e-01;8.78808001e-01;8.96585414e-01;9.12505262e-01;9.26681596e-01;9.39232392e-01;9.50277377e-01;9.59936137e-01;9.68326505e-01;9.75563216e-01;9.81756823e-01;9.87012837e-01;9.91431093e-01;9.95105300e-01;9.98122763e-01;1.00056425e+00;1.00250397e+00;1.00400969e+00;1.00514287e+00;1.00595895e+00;1.00650758e+00;1.00683301e+00;1.00697437e+00;1.00696612e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560098e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961988e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872035e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862100e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919698e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297751e+00;-7.50062558e-01;3.01135706e-10
